feature_extractor_layers,feature_extractor_architecture,split,description,task,variant,lambda,seed,classifier_label_usage,domain_label_usage,model_selection_labels,best_epoch,L_last,Ld_last,backward_loss_scalar_last,feature_extractor_objective,class_loss_last,domain_loss_last,classifier_train_n,source_train_n,source_val_n,target_labeled_train_n,target_domain_n,target_validation_n,target_test_n,train_accuracy,validation_accuracy,test_accuracy,train_balanced_accuracy,validation_balanced_accuracy,test_balanced_accuracy,train_macro_f1,validation_macro_f1,test_macro_f1,train_test_accuracy_gap,domain_discriminator_accuracy,representative_seed,seed_values,seed_count,seed_policy,selection_status,judgment,best_epoch_std,L_last_std,Ld_last_std,backward_loss_scalar_last_std,class_loss_last_std,domain_loss_last_std,train_accuracy_std,validation_accuracy_std,test_accuracy_std,train_balanced_accuracy_std,validation_balanced_accuracy_std,test_balanced_accuracy_std,train_macro_f1_std,validation_macro_f1_std,test_macro_f1_std,train_test_accuracy_gap_std,domain_discriminator_accuracy_std,best_epoch_min,best_epoch_max,L_last_min,L_last_max,Ld_last_min,Ld_last_max,backward_loss_scalar_last_min,backward_loss_scalar_last_max,class_loss_last_min,class_loss_last_max,domain_loss_last_min,domain_loss_last_max,train_accuracy_min,train_accuracy_max,validation_accuracy_min,validation_accuracy_max,test_accuracy_min,test_accuracy_max,train_balanced_accuracy_min,train_balanced_accuracy_max,validation_balanced_accuracy_min,validation_balanced_accuracy_max,test_balanced_accuracy_min,test_balanced_accuracy_max,train_macro_f1_min,train_macro_f1_max,validation_macro_f1_min,validation_macro_f1_max,test_macro_f1_min,test_macro_f1_max,train_test_accuracy_gap_min,train_test_accuracy_gap_max,domain_discriminator_accuracy_min,domain_discriminator_accuracy_max
1,54 -> 16 -> ReLU -> Dropout(0.05),S1_train_I_test_all,Train Period I only; no validation; test every current later-day sample.,three_class_with_air,MLP source only,0.0,0,source labels only,source/target domain labels only; gas labels not used for target domain loss,no validation; fixed hyperparameters,400.0,0.004184942820575,0.0,0.004184942820575,min L - lambda*Ld via gradient reversal,0.004184942820575,0.0,30,30,0,0,273,0,273,1.0,,0.7904761904761906,1.0,,0.7916152263374485,1.0,,0.7909336880494443,0.2095238095238095,0.3722772277227723,0,"0,1,2,3,4",5,fixed trial seeds 0-4; seed 0 matches the YanKe DCAE UCI reference run; seed controls stochastic training only and is never selected,fixed hyperparameters because the split has no validation set; metrics averaged over seeds,fixed hyperparameters because the split has no validation set; metrics averaged over seeds,0.0,0.006936147437864,0.0,0.006936147437864,0.006936147437864,0.0,0.0,,0.0104892462002024,0.0,,0.0100146110542074,0.0,,0.0109496723368099,0.0104892462002024,0.3368552302614825,400,400,0.0005439578671939,0.0165488328784704,0.0,0.0,0.0005439578671939,0.0165488328784704,0.0005439578671939,0.0165488328784704,0.0,0.0,1.0,1.0,,,0.7728937728937729,0.7985347985347986,1.0,1.0,,,0.7744341563786009,0.7993827160493826,1.0,1.0,,,0.7737859952766009,0.8015614468062523,0.2014652014652014,0.227106227106227,0.099009900990099,0.900990099009901
1,54 -> 16 -> ReLU -> Dropout(0.05),S1_train_I_test_all,Train Period I only; no validation; test every current later-day sample.,three_class_with_air,DANN-UDA,0.2,0,source labels only,source/target domain labels only; gas labels not used for target domain loss,no validation; fixed hyperparameters,400.0,0.0026461589382961,0.2631993949413299,0.2658455491065979,min L - lambda*Ld via gradient reversal,0.0026461589382961,0.2631993949413299,30,30,0,0,273,0,273,1.0,,0.791941391941392,1.0,,0.7921039094650205,1.0,,0.7936255955019653,0.208058608058608,0.9036303630363036,0,"0,1,2,3,4",5,fixed trial seeds 0-4; seed 0 matches the YanKe DCAE UCI reference run; seed controls stochastic training only and is never selected,fixed hyperparameters because the split has no validation set; metrics averaged over seeds,fixed hyperparameters because the split has no validation set; metrics averaged over seeds,0.0,0.0017851348963322,0.0080115352575597,0.0081777258118601,0.0017851348963322,0.0080115352575597,0.0,,0.013053867898319,0.0,,0.0132192013187662,0.0,,0.0132205662300462,0.013053867898319,0.0085426924789074,400,400,0.0010634732898324,0.0055423029698431,0.2520720362663269,0.2709089815616607,0.2550146579742431,0.2732351720333099,0.0010634732898324,0.0055423029698431,0.2520720362663269,0.2709089815616607,1.0,1.0,,,0.7728937728937729,0.8058608058608059,1.0,1.0,,,0.7744341563786009,0.8063271604938271,1.0,1.0,,,0.7753675324363863,0.807051282051282,0.1941391941391941,0.227106227106227,0.8943894389438944,0.9141914191419142
1,54 -> 16 -> ReLU -> Dropout(0.05),S2_train_I_internal_val_test_all,Train 25 and validate 5 fixed Period I samples; test every current later-day sample.,three_class_with_air,MLP source only,0.0,0,source labels only,source/target domain labels only; gas labels not used for target domain loss,source validation labels,22.0,0.0221318972675362,0.0,0.0221318972675362,min L - lambda*Ld via gradient reversal,0.0221318972675362,0.0,25,25,5,0,273,0,273,0.904,0.76,0.6600732600732601,0.9133333333333332,0.8,0.6708333333333333,0.8988899599425915,0.7444444444444444,0.6481639763938445,0.2439267399267398,0.3161073825503355,0,"0,1,2,3,4",5,fixed trial seeds 0-4; seed 0 matches the YanKe DCAE UCI reference run; seed controls stochastic training only and is never selected,"lambda selected by mean validation macro-F1, balanced accuracy, and accuracy over seeds","lambda selected by mean validation macro-F1, balanced accuracy, and accuracy over seeds",16.431676725154983,0.0423539625739213,0.0,0.0423539625739213,0.0423539625739213,0.0,0.0536656314599949,0.0894427190999916,0.0352677066722663,0.0557773351022716,0.074535599249993,0.0335244611417916,0.0654871747433507,0.0745355992499929,0.0419698272042068,0.0381725617067332,0.3521284065025229,10,50,0.0001496921322541,0.0975626036524772,0.0,0.0,0.0001496921322541,0.0975626036524772,0.0001496921322541,0.0975626036524772,0.0,0.0,0.84,0.96,0.6,0.8,0.6336996336996337,0.7216117216117216,0.8333333333333334,0.9666666666666668,0.6666666666666666,0.8333333333333334,0.643775720164609,0.7283950617283951,0.8185185185185185,0.9665831244778612,0.611111111111111,0.7777777777777777,0.6179492927212319,0.7206348348185992,0.2063003663003663,0.3079853479853479,0.0838926174496644,0.9161073825503356
1,54 -> 16 -> ReLU -> Dropout(0.05),S2_train_I_internal_val_test_all,Train 25 and validate 5 fixed Period I samples; test every current later-day sample.,three_class_with_air,DANN-UDA,0.5,0,source labels only,source/target domain labels only; gas labels not used for target domain loss,source validation labels,158.0,0.0061885928967967,0.2571203470230102,0.2633089363574982,min L - lambda*Ld via gradient reversal,0.0061885928967967,0.2571203470230102,25,25,5,0,273,0,273,0.92,0.8400000000000001,0.6813186813186813,0.92,0.8666666666666668,0.6867283950617283,0.9127215474583896,0.8222222222222222,0.6813454204923771,0.2386813186813186,0.9167785234899328,0,"0,1,2,3,4",5,fixed trial seeds 0-4; seed 0 matches the YanKe DCAE UCI reference run; seed controls stochastic training only and is never selected,"lambda selected by mean validation macro-F1, balanced accuracy, and accuracy over seeds","lambda selected by mean validation macro-F1, balanced accuracy, and accuracy over seeds",155.78831791889917,0.0057342229031122,0.0121248608872878,0.01718598642069,0.0057342229031122,0.0121248608872878,0.1131370849898476,0.0894427190999915,0.0975693816986608,0.1120515754264774,0.0745355992499929,0.0926970664745035,0.1222981940953781,0.0993807989999907,0.1030409837489957,0.0349411383065559,0.0015007167634227,10,380,0.0006681951927021,0.0125161707401275,0.2431479394435882,0.2749980390071869,0.2457032799720764,0.2875142097473144,0.0006681951927021,0.0125161707401275,0.2431479394435882,0.2749980390071869,0.76,1.0,0.8,1.0,0.5201465201465202,0.7582417582417582,0.7666666666666666,1.0,0.8333333333333334,1.0,0.5322788065843622,0.7592592592592592,0.7450892187734293,1.0,0.7777777777777777,1.0,0.5129247720735215,0.7596733929685874,0.1806593406593406,0.2710622710622711,0.9161073825503356,0.9194630872483222
1,54 -> 16 -> ReLU -> Dropout(0.05),S3_train_I_internal_20_10_test_all,Train 20 and validate 10 fixed Period I samples; test every current later-day sample.,three_class_with_air,MLP source only,0.0,0,source labels only,source/target domain labels only; gas labels not used for target domain loss,source validation labels,12.0,0.0016961757472017,0.0,0.0016961757472017,min L - lambda*Ld via gradient reversal,0.0016961757472017,0.0,20,20,10,0,273,0,273,0.8699999999999999,0.7,0.6351648351648351,0.875,0.6666666666666666,0.6473508230452676,0.8542520442520443,0.6525925925925926,0.6254078269838235,0.2348351648351648,0.3419795221843003,0,"0,1,2,3,4",5,fixed trial seeds 0-4; seed 0 matches the YanKe DCAE UCI reference run; seed controls stochastic training only and is never selected,"lambda selected by mean validation macro-F1, balanced accuracy, and accuracy over seeds","lambda selected by mean validation macro-F1, balanced accuracy, and accuracy over seeds",4.47213595499958,0.0013097663134835,0.0,0.0013097663134835,0.0013097663134835,0.0,0.0570087712549568,0.0,0.018424580717889,0.0658807845868412,0.0,0.0187133862259133,0.0625897847914185,0.0016563466499998,0.0188951044390297,0.0405964682360186,0.3561969391767037,10,20,0.0002422905090497,0.003011907916516,0.0,0.0,0.0002422905090497,0.003011907916516,0.0002422905090497,0.003011907916516,0.0,0.0,0.8,0.95,0.7,0.7,0.6190476190476191,0.663003663003663,0.7916666666666666,0.9583333333333334,0.6666666666666666,0.6666666666666666,0.6298868312757202,0.6741255144032922,0.7773809523809524,0.9407407407407408,0.6518518518518519,0.6555555555555556,0.6018597087538581,0.6541786276131627,0.1772893772893773,0.286996336996337,0.068259385665529,0.931740614334471
1,54 -> 16 -> ReLU -> Dropout(0.05),S3_train_I_internal_20_10_test_all,Train 20 and validate 10 fixed Period I samples; test every current later-day sample.,three_class_with_air,DANN-UDA,0.05,0,source labels only,source/target domain labels only; gas labels not used for target domain loss,source validation labels,12.0,0.0008538091467926,0.1800045698881149,0.1808583796024322,min L - lambda*Ld via gradient reversal,0.0008538091467926,0.1800045698881149,20,20,10,0,273,0,273,0.8799999999999999,0.7,0.6417582417582417,0.8833333333333334,0.6666666666666666,0.6546296296296296,0.8641798941798943,0.6525925925925926,0.6311859243528429,0.2382417582417582,0.9317406143344712,0,"0,1,2,3,4",5,fixed trial seeds 0-4; seed 0 matches the YanKe DCAE UCI reference run; seed controls stochastic training only and is never selected,"lambda selected by mean validation macro-F1, balanced accuracy, and accuracy over seeds","lambda selected by mean validation macro-F1, balanced accuracy, and accuracy over seeds",4.47213595499958,0.0007203111296384,0.0178451383033483,0.0173862945859599,0.0007203111296384,0.0178451383033483,0.0570087712549568,0.0,0.0127943217557311,0.0684653196881457,0.0,0.0119060333860052,0.063544772543726,0.0016563466499998,0.0173920500194646,0.0477301113937317,1.2412670766236366e-16,10,20,0.0001933979074237,0.0019436599686741,0.1606713086366653,0.1991868913173675,0.1618449538946151,0.1998510956764221,0.0001933979074237,0.0019436599686741,0.1606713086366653,0.1991868913173675,0.8,0.95,0.7,0.7,0.63003663003663,0.6556776556776557,0.7916666666666666,0.9583333333333334,0.6666666666666666,0.6666666666666666,0.6441615226337448,0.6684670781893004,0.7773809523809524,0.9407407407407408,0.6518518518518519,0.6555555555555556,0.6165112160243019,0.6543679764395877,0.16996336996337,0.2943223443223443,0.931740614334471,0.931740614334471
1,54 -> 16 -> ReLU -> Dropout(0.05),S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,MLP source only,0.0,0,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,156.0,0.004184942820575,0.0,0.004184942820575,min L - lambda*Ld via gradient reversal,0.004184942820575,0.0,30,30,0,0,273,28,245,1.0,0.8857142857142856,0.7836734693877551,1.0,0.8883333333333333,0.7860146543485186,1.0,0.8846263188260766,0.7832671155430849,0.2163265306122449,0.3544554455445545,0,"0,1,2,3,4",5,fixed trial seeds 0-4; seed 0 matches the YanKe DCAE UCI reference run; seed controls stochastic training only and is never selected,"lambda selected by mean validation macro-F1, balanced accuracy, and accuracy over seeds","lambda selected by mean validation macro-F1, balanced accuracy, and accuracy over seeds",68.7749954561976,0.006936147437864,0.0,0.006936147437864,0.006936147437864,0.0,0.0,0.0298807152333598,0.0177914242593497,0.0,0.0292261298612502,0.0167800321031198,0.0,0.0302112190612384,0.0165078714107694,0.0177914242593497,0.338992255074718,80,250,0.0005439578671939,0.0165488328784704,0.0,0.0,0.0005439578671939,0.0165488328784704,0.0005439578671939,0.0165488328784704,0.0,0.0,1.0,1.0,0.8571428571428571,0.9285714285714286,0.7551020408163265,0.8,1.0,1.0,0.8583333333333334,0.925,0.7591589678241478,0.8011043856854624,1.0,1.0,0.8539562289562289,0.925,0.758331869718791,0.8004115969412395,0.1999999999999999,0.2448979591836735,0.099009900990099,0.900990099009901
1,54 -> 16 -> ReLU -> Dropout(0.05),S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,DANN-UDA,0.05,0,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,216.0,0.0045047239167615,0.2256325840950012,0.2301373094320297,min L - lambda*Ld via gradient reversal,0.0045047239167615,0.2256325840950012,30,30,0,0,273,28,245,1.0,0.9357142857142856,0.7975510204081633,1.0,0.94,0.7986407560794307,1.0,0.9366264740877742,0.7985533189914662,0.2024489795918367,0.9135313531353136,0,"0,1,2,3,4",5,fixed trial seeds 0-4; seed 0 matches the YanKe DCAE UCI reference run; seed controls stochastic training only and is never selected,"lambda selected by mean validation macro-F1, balanced accuracy, and accuracy over seeds","lambda selected by mean validation macro-F1, balanced accuracy, and accuracy over seeds",91.54233993076646,0.0029677081568715,0.0199579413821427,0.0190647305994807,0.0029677081568715,0.0199579413821427,0.0,0.0159719141249984,0.0235535315040873,0.0,0.0149071198499986,0.0231890639539047,0.0,0.0148853108816677,0.0226003380781811,0.0235535315040873,0.0097345750519819,130,350,0.0015313766198232,0.0086116325110197,0.1921028643846511,0.2411646544933319,0.1986272484064102,0.2445781826972961,0.0015313766198232,0.0086116325110197,0.1921028643846511,0.2411646544933319,1.0,1.0,0.9285714285714286,0.9642857142857144,0.7673469387755102,0.8285714285714286,1.0,1.0,0.9333333333333332,0.9666666666666668,0.7687161516406498,0.828926409684613,1.0,1.0,0.927482103952692,0.9628482972136224,0.7717921931250945,0.8294720570046069,0.1714285714285713,0.2326530612244898,0.8976897689768977,0.924092409240924
1,54 -> 16 -> ReLU -> Dropout(0.05),S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,MLP source only,0.0,0,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,206.0,0.004184942820575,0.0,0.004184942820575,min L - lambda*Ld via gradient reversal,0.004184942820575,0.0,30,30,0,16,273,26,231,1.0,0.8461538461538461,0.7887445887445887,1.0,0.8444444444444444,0.7908749329039184,1.0,0.8431913119111936,0.7895390761268402,0.2112554112554112,0.3557755775577558,0,"0,1,2,3,4",5,fixed trial seeds 0-4; seed 0 matches the YanKe DCAE UCI reference run; seed controls stochastic training only and is never selected,"lambda selected by mean validation macro-F1, balanced accuracy, and accuracy over seeds","lambda selected by mean validation macro-F1, balanced accuracy, and accuracy over seeds",119.70797801316336,0.006936147437864,0.0,0.006936147437864,0.006936147437864,0.0,0.0,0.027196414661021,0.0231915069021279,0.0,0.0235702260395515,0.0219023097539421,0.0,0.0275429191705879,0.0207893546811407,0.0231915069021279,0.33665307651265,50,330,0.0005439578671939,0.0165488328784704,0.0,0.0,0.0005439578671939,0.0165488328784704,0.0005439578671939,0.0165488328784704,0.0,0.0,1.0,1.0,0.8076923076923077,0.8846153846153846,0.7489177489177489,0.8095238095238095,1.0,1.0,0.8111111111111112,0.8777777777777778,0.7534442655215602,0.8110574342458401,1.0,1.0,0.803778677462888,0.8792815371762742,0.7546037987612992,0.8101000879441828,0.1904761904761904,0.2510822510822511,0.099009900990099,0.900990099009901
1,54 -> 16 -> ReLU -> Dropout(0.05),S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,DANN-UDA,0.5,0,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,272.0,0.0062596239382401,0.2927548646926879,0.2990144848823547,min L - lambda*Ld via gradient reversal,0.0062596239382401,0.2927548646926879,30,30,0,16,273,26,231,1.0,0.876923076923077,0.774025974025974,1.0,0.8711111111111112,0.7758811952048668,1.0,0.8765745941489648,0.7799672010905105,0.225974025974026,0.9089108910891088,0,"0,1,2,3,4",5,fixed trial seeds 0-4; seed 0 matches the YanKe DCAE UCI reference run; seed controls stochastic training only and is never selected,"lambda selected by mean validation macro-F1, balanced accuracy, and accuracy over seeds","lambda selected by mean validation macro-F1, balanced accuracy, and accuracy over seeds",151.2283042290695,0.0060746305086643,0.0211382298174214,0.0254371164261468,0.0060746305086643,0.0211382298174214,0.0,0.0172005229038445,0.0260460761151365,0.0,0.0149071198499985,0.0247650214183877,0.0,0.0146326066357766,0.0232435317185233,0.0260460761151365,0.0055225084259675,70,400,0.0014307115925475,0.0165143441408872,0.2637828588485718,0.313596248626709,0.2683024108409881,0.3300729393959045,0.0014307115925475,0.0165143441408872,0.2637828588485718,0.313596248626709,1.0,1.0,0.8461538461538461,0.8846153846153846,0.7489177489177489,0.8095238095238095,1.0,1.0,0.8444444444444444,0.8777777777777778,0.7512971909107176,0.809626051171945,1.0,1.0,0.8521446347533305,0.8887445887445887,0.7562468992388766,0.8107620580300982,0.1904761904761904,0.2510822510822511,0.9042904290429042,0.9174917491749176
